v(gate1),v(gate2),v(drain1),v(alimd),i(vd2),i(vg2),i(vs2),i(vb2),i(vd1),i(vg1),i(vs1),i(vb1),max_leak_1,max_leak_2,prev_leakage_1,prev_leakage_2
1.1,0.1,0.0,0.0,5.580133e-15,-1.12133e-14,1.951791e-11,1.175247e-17,1.951233e-11,-5.66276e-11,1.951233e-11,1.760243e-11,5.66276e-11,1.951791e-11,5.66276e-11,1.12133e-14
1.1,0.2,0.0,0.0,6.996773e-15,-1.39888e-14,1.951933e-11,3.314961e-17,1.951233e-11,-5.66276e-11,1.951233e-11,1.760243e-11,5.66276e-11,1.951933e-11,5.66276e-11,1.39888e-14
1.1,0.3,0.0,0.0,4.552539e-14,-9.12603e-14,1.955786e-11,6.990804e-17,1.951233e-11,-5.66276e-11,1.951233e-11,1.760243e-11,5.66276e-11,1.955786e-11,5.66276e-11,9.12603e-14
1.1,0.4,0.0,0.0,1.323424e-13,-2.64899e-13,1.964468e-11,1.418759e-16,1.951233e-11,-5.66276e-11,1.951233e-11,1.760243e-11,5.66276e-11,1.964468e-11,5.66276e-11,2.64899e-13
1.1,0.5,0.0,0.0,3.440012e-13,-6.88338e-13,1.985633e-11,3.872488e-16,1.951233e-11,-5.66276e-11,1.951233e-11,1.760243e-11,5.66276e-11,1.985633e-11,5.66276e-11,6.88338e-13
1.1,0.6,0.0,1.1,-1.9131e-05,-3.59712e-13,1.913097e-05,1.406702e-12,1.951233e-11,-5.66276e-11,1.951233e-11,1.760243e-11,5.66276e-11,1.9131e-05,5.66276e-11,1.9131e-05
1.1,0.7,0.0,1.1,-2.5686e-05,-3.25073e-12,2.5686e-05,1.495712e-12,1.951233e-11,-5.66276e-11,1.951233e-11,1.760243e-11,5.66276e-11,2.5686e-05,5.66276e-11,2.5686e-05
1.1,0.8,0.0,1.1,-3.21365e-05,-8.24096e-12,3.213651e-05,2.537537e-12,1.951233e-11,-5.66276e-11,1.951233e-11,1.760243e-11,5.66276e-11,3.213651e-05,5.66276e-11,3.21365e-05
1.1,0.9,0.0,1.1,-3.85201e-05,-2.03517e-11,3.852015e-05,8.662955e-12,1.951233e-11,-5.66276e-11,1.951233e-11,1.760243e-11,5.66276e-11,3.852015e-05,5.66276e-11,3.852013e-05
1.1,1.0,0.0,1.1,-4.48667e-05,-6.18439e-11,4.48667e-05,4.110482e-11,1.951233e-11,-5.66276e-11,1.951233e-11,1.760243e-11,5.66276e-11,4.48667e-05,5.66276e-11,4.48667e-05
1.1,1.1,0.0,1.1,-5.11903e-05,-2.08169e-10,5.119036e-05,1.739146e-10,1.951233e-11,-5.66276e-11,1.951233e-11,1.760243e-11,5.66276e-11,5.119036e-05,5.66276e-11,5.119034e-05
